Shipment_ID,Order_Date,Delivery_Date,Origin_Hub,Destination_City,Distance_KM,Weight_KG,Service_Type,Freight_Charge_INR,Delivery_Status,Customer_Rating
EKT108881,2025-12-23,2025-12-26,BLR-Hub (Bangalore),Indore,623.32,9.16,Express,1122.86,Delivered,5
EKT108882,2025-09-03,2025-09-04,AMD-Hub (Ahmedabad),Surat,1515.79,0.2,Standard,1882.55,Delivered,3
EKT108883,2025-12-19,2025-12-24,HYD-Hub (Hyderabad),Lucknow,241.42,3.19,Standard,407.12,Delivered,4
EKT108884,2025-04-21,2025-04-24,DEL-Hub (Delhi),Bangalore,1813.41,7.43,Standard,2369.83,Delivered,5
EKT108885,2025-01-06,2025-01-10,BLR-Hub (Bangalore),Delhi,2174.46,0.2,Standard,2672.95,Delivered,4
EKT108886,2025-08-24,2025-08-25,DEL-Hub (Delhi),Kolkata,840.91,5.03,Standard,1159.63,Delivered,5
EKT108887,2025-05-07,2025-05-10,BLR-Hub (Bangalore),Hyderabad,1127.0,1.35,Express,1586.7,Delivered,4
EKT108888,2025-04-14,2025-04-18,DEL-Hub (Delhi),Patna,990.68,5.26,Standard,1343.5,Delivered,4
EKT108889,2025-08-25,2025-08-27,MAA-Hub (Chennai),Kolkata,1970.39,0.92,Standard,2441.03,Delivered,5
EKT108890,2025-06-04,2025-06-09,HYD-Hub (Hyderabad),Kolkata,51.56,10.14,Standard,304.39,Delivered,5
EKT108891,2025-09-14,2025-09-19,PNQ-Hub (Pune),Surat,1448.01,2.6,Standard,1844.41,Delivered,5
EKT108892,2025-08-23,2025-08-25,PNQ-Hub (Pune),Lucknow,1445.64,2.47,Express,1989.23,Delivered,4
EKT108893,2025-10-16,2025-10-19,BLR-Hub (Bangalore),Indore,859.78,4.1,Standard,1165.54,Delivered,4
EKT108894,2025-02-09,2025-02-11,AMD-Hub (Ahmedabad),Bhopal,505.95,1.43,Standard,692.88,Delivered,5
EKT108895,2025-10-15,2025-10-19,AMD-Hub (Ahmedabad),Patna,550.11,0.75,Standard,733.63,Delivered,4
EKT108896,2025-07-16,2025-07-17,CCU-Hub (Kolkata),Bhopal,1767.01,0.76,Express,2344.09,Delivered,5
EKT108897,2025-09-30,2025-10-03,MAA-Hub (Chennai),Indore,173.44,1.0,Standard,286.13,Delivered,4
EKT108898,2025-09-21,2025-09-22,HYD-Hub (Hyderabad),Ahmedabad,1253.5,2.4,Standard,1607.4,Delivered,4
EKT108899,2025-02-26,2025-02-28,DEL-Hub (Delhi),Bhopal,695.84,4.56,Express,1127.09,Delivered,4
EKT108900,2025-10-25,2025-10-30,BLR-Hub (Bangalore),Bhopal,605.59,1.73,Express,967.85,Delivered,5
EKT108901,2025-04-08,2025-04-09,AMD-Hub (Ahmedabad),Lucknow,1127.45,1.29,Express,1586.16,Delivered,4
EKT108902,2025-05-17,2025-05-18,HYD-Hub (Hyderabad),Delhi,1978.36,3.95,Express,2655.13,Delivered,3
EKT108903,2025-03-28,2025-04-02,BOM-Hub (Mumbai),Ahmedabad,1371.26,0.86,Standard,1720.99,Delivered,5
EKT108904,2025-08-30,2025-08-31,AMD-Hub (Ahmedabad),Indore,1741.29,2.92,Standard,2202.11,RTO (Return to Origin),3
EKT108905,2025-07-18,2025-07-19,MAA-Hub (Chennai),Patna,1333.48,0.28,Standard,1665.22,Delayed,1
EKT108906,2025-11-06,2025-11-11,BLR-Hub (Bangalore),Pune,1544.04,0.3,Express,2068.25,RTO (Return to Origin),1
EKT108907,2025-03-25,2025-03-30,MAA-Hub (Chennai),Delhi,968.32,2.58,Express,1418.42,Delivered,3
EKT108908,2025-08-30,2025-09-01,BLR-Hub (Bangalore),Bhopal,2039.38,0.22,Standard,2511.22,Delivered,5
EKT108909,2025-10-08,2025-10-10,PNQ-Hub (Pune),Jaipur,1119.21,0.42,Standard,1410.61,Delivered,5
EKT108910,2025-11-19,2025-11-20,BOM-Hub (Mumbai),Surat,1227.35,2.45,Standard,1576.92,Delivered,3
EKT108911,2025-09-09,2025-09-12,CCU-Hub (Kolkata),Chennai,1169.18,1.44,Express,1638.94,Delivered,4
EKT108912,2025-07-09,2025-07-11,BOM-Hub (Mumbai),Indore,716.13,2.06,Standard,956.44,Delivered,4
EKT108913,2025-06-01,2025-06-03,DEL-Hub (Delhi),Pune,531.79,9.42,Standard,867.71,Delivered,4
EKT108914,2025-10-29,2025-11-01,MAA-Hub (Chennai),Bangalore,190.22,2.5,Standard,333.26,Delivered,4
EKT108915,2025-10-05,2025-10-08,CCU-Hub (Kolkata),Ahmedabad,1588.44,2.23,Standard,2006.27,Delivered,4
EKT108916,2025-05-19,2025-05-24,MAA-Hub (Chennai),Chennai,657.73,1.2,Express,1020.88,Delivered,5
EKT108917,2025-06-25,2025-06-27,HYD-Hub (Hyderabad),Bhopal,874.56,2.49,Standard,1154.29,Delivered,5
EKT108918,2025-01-08,2025-01-12,BLR-Hub (Bangalore),Mumbai,2026.24,0.2,Express,2645.09,Delivered,5
EKT108919,2025-10-22,2025-10-26,DEL-Hub (Delhi),Mumbai,1259.19,2.04,Standard,1607.75,Cancelled,2
EKT108920,2025-08-23,2025-08-24,DEL-Hub (Delhi),Ahmedabad,240.66,0.2,Standard,352.39,RTO (Return to Origin),1
EKT108921,2025-06-12,2025-06-14,MAA-Hub (Chennai),Bhopal,1765.16,0.62,Express,2339.35,Delivered,5
EKT108922,2025-02-18,2025-02-22,PNQ-Hub (Pune),Ahmedabad,585.8,2.07,Express,950.22,Delivered,5
EKT108923,2025-10-29,2025-10-31,DEL-Hub (Delhi),Delhi,1229.37,2.76,Express,1734.92,Delivered,5
EKT108924,2025-02-07,2025-02-09,AMD-Hub (Ahmedabad),Hyderabad,1136.66,1.21,Standard,1445.77,Delivered,3
EKT108925,2025-05-16,2025-05-20,MAA-Hub (Chennai),Jaipur,546.63,1.36,Express,890.44,Delivered,5
EKT108926,2025-11-06,2025-11-08,BLR-Hub (Bangalore),Jaipur,281.22,1.72,Express,578.42,Delivered,5
EKT108927,2025-08-07,2025-08-10,BLR-Hub (Bangalore),Mumbai,488.44,3.56,Standard,710.21,Delivered,4
EKT108928,2025-12-14,2025-12-15,MAA-Hub (Chennai),Ahmedabad,241.22,0.2,Standard,353.06,Delivered,4
EKT108929,2025-10-23,2025-10-28,BOM-Hub (Mumbai),Ahmedabad,628.11,1.48,Standard,840.37,Delivered,5
EKT108930,2025-02-03,2025-02-07,BOM-Hub (Mumbai),Chennai,2194.14,0.2,Express,2846.57,Delivered,4
EKT108931,2025-12-18,2025-12-23,BLR-Hub (Bangalore),Bhopal,902.54,0.96,Standard,1160.33,Delayed,1
EKT108932,2025-03-20,2025-03-21,CCU-Hub (Kolkata),Chennai,1904.64,1.83,Standard,2378.51,Delivered,5
EKT108933,2025-08-24,2025-08-27,AMD-Hub (Ahmedabad),Kolkata,1221.72,0.21,Standard,1529.84,Delivered,4
EKT108934,2025-09-30,2025-10-03,BOM-Hub (Mumbai),Patna,1476.49,1.66,Standard,1861.67,Delivered,5
EKT108935,2025-06-10,2025-06-13,MAA-Hub (Chennai),Lucknow,369.28,6.46,Express,769.42,Delivered,3
EKT108936,2025-06-24,2025-06-27,BLR-Hub (Bangalore),Pune,626.33,2.89,Express,1013.62,Delivered,5
EKT108937,2025-11-04,2025-11-08,DEL-Hub (Delhi),Delhi,1137.66,3.81,Express,1643.77,Delayed,1
EKT108938,2025-08-09,2025-08-13,DEL-Hub (Delhi),Patna,1942.08,2.17,Express,2579.56,Delivered,3
EKT108939,2025-01-09,2025-01-11,PNQ-Hub (Pune),Jaipur,123.07,5.67,Standard,309.74,Delivered,5
EKT108940,2025-10-16,2025-10-18,AMD-Hub (Ahmedabad),Bangalore,1130.02,0.4,Express,1573.22,Delivered,5
EKT108941,2025-04-23,2025-04-24,BOM-Hub (Mumbai),Patna,140.7,1.49,Standard,255.66,Delivered,4
EKT108942,2025-07-24,2025-07-26,CCU-Hub (Kolkata),Chennai,1021.31,2.27,Express,1476.43,Delayed,1
EKT108943,2025-07-05,2025-07-06,HYD-Hub (Hyderabad),Pune,1394.64,5.17,Standard,1826.63,Delivered,4
EKT108944,2025-12-07,2025-12-08,BOM-Hub (Mumbai),Kolkata,1646.05,0.92,Standard,2051.82,Delivered,5
EKT108945,2025-07-16,2025-07-17,CCU-Hub (Kolkata),Kolkata,330.61,0.2,Standard,460.33,Delivered,5
EKT108946,2025-09-23,2025-09-26,BOM-Hub (Mumbai),Delhi,391.47,9.16,Express,844.64,Delivered,4
EKT108947,2025-09-19,2025-09-24,DEL-Hub (Delhi),Mumbai,1050.04,0.2,Standard,1323.65,Delivered,5
EKT108948,2025-09-05,2025-09-10,CCU-Hub (Kolkata),Kolkata,2195.74,0.41,Standard,2702.27,Delivered,4
EKT108949,2025-04-25,2025-04-29,DEL-Hub (Delhi),Mumbai,802.62,1.37,Standard,1047.8,Delivered,4
EKT108950,2025-05-01,2025-05-02,AMD-Hub (Ahmedabad),Delhi,957.73,1.71,Standard,1240.06,Delayed,2
EKT108951,2025-05-21,2025-05-24,PNQ-Hub (Pune),Lucknow,968.41,4.5,Express,1453.09,Delivered,4
EKT108952,2025-03-06,2025-03-08,MAA-Hub (Chennai),Bangalore,205.12,1.48,Standard,332.78,Delivered,5
EKT108953,2025-10-03,2025-10-05,MAA-Hub (Chennai),Patna,1709.95,1.98,Standard,2147.58,RTO (Return to Origin),1
EKT108954,2025-11-09,2025-11-13,BLR-Hub (Bangalore),Delhi,579.23,0.56,Standard,765.16,Delivered,3
EKT108955,2025-08-27,2025-08-31,DEL-Hub (Delhi),Lucknow,1556.96,2.11,Standard,1966.33,Cancelled,1
EKT108956,2025-10-29,2025-10-30,DEL-Hub (Delhi),Ahmedabad,1060.95,1.07,Standard,1352.4,Cancelled,1
EKT108957,2025-01-10,2025-01-11,PNQ-Hub (Pune),Ahmedabad,1357.56,0.26,Standard,1693.75,Delivered,5
EKT108958,2025-08-21,2025-08-23,BLR-Hub (Bangalore),Ahmedabad,147.12,7.32,Standard,368.3,Delivered,5
EKT108959,2025-07-14,2025-07-16,AMD-Hub (Ahmedabad),Pune,1961.23,0.21,Express,2567.26,Delivered,4
EKT108960,2025-01-12,2025-01-14,MAA-Hub (Chennai),Pune,559.17,2.83,Standard,781.94,Delivered,5
EKT108961,2025-06-26,2025-06-28,MAA-Hub (Chennai),Mumbai,1484.11,5.97,Standard,1948.39,Delivered,4
EKT108962,2025-06-26,2025-07-01,CCU-Hub (Kolkata),Jaipur,1761.7,0.49,Standard,2182.86,Delivered,4
EKT108963,2025-08-05,2025-08-06,CCU-Hub (Kolkata),Pune,1201.88,0.68,Standard,1514.5,Delivered,3
EKT108964,2025-01-11,2025-01-12,HYD-Hub (Hyderabad),Kolkata,762.01,1.39,Standard,999.43,Delivered,4
EKT108965,2025-04-28,2025-04-30,PNQ-Hub (Pune),Chennai,2152.05,0.87,Standard,2658.12,Delivered,4
EKT108966,2025-06-13,2025-06-16,MAA-Hub (Chennai),Ahmedabad,634.21,3.56,Express,1035.13,Delivered,5
EKT108967,2025-02-08,2025-02-10,HYD-Hub (Hyderabad),Kolkata,2088.6,1.03,Standard,2584.86,Cancelled,1
EKT108968,2025-02-22,2025-02-26,BOM-Hub (Mumbai),Hyderabad,369.01,10.64,Standard,694.33,Delivered,5
EKT108969,2025-08-06,2025-08-09,DEL-Hub (Delhi),Chennai,874.61,4.89,Standard,1197.55,Delivered,4
EKT108970,2025-07-25,2025-07-29,CCU-Hub (Kolkata),Mumbai,330.54,5.64,Express,708.17,Delivered,5
EKT108971,2025-11-08,2025-11-11,BOM-Hub (Mumbai),Surat,34.86,0.2,Standard,105.43,Delayed,2
EKT108972,2025-12-26,2025-12-30,CCU-Hub (Kolkata),Pune,594.76,0.48,Express,932.35,Delivered,5
EKT108973,2025-02-25,2025-02-27,BLR-Hub (Bangalore),Surat,219.25,0.46,Express,481.38,Delivered,4
EKT108974,2025-04-28,2025-04-30,DEL-Hub (Delhi),Mumbai,2170.37,2.79,Standard,2714.66,Delivered,5
EKT108975,2025-09-10,2025-09-13,HYD-Hub (Hyderabad),Patna,1682.79,0.2,Express,2232.95,RTO (Return to Origin),1
EKT108976,2025-10-13,2025-10-17,AMD-Hub (Ahmedabad),Surat,38.04,4.11,Express,329.63,Delivered,5
EKT108977,2025-09-25,2025-09-30,HYD-Hub (Hyderabad),Pune,515.31,1.98,Standard,714.01,Delivered,4
EKT108978,2025-10-18,2025-10-21,AMD-Hub (Ahmedabad),Pune,1484.17,2.09,Standard,1878.62,RTO (Return to Origin),1
EKT108979,2025-11-29,2025-12-02,AMD-Hub (Ahmedabad),Delhi,894.86,1.93,Express,1318.57,Delayed,1
EKT108980,2025-06-29,2025-06-30,CCU-Hub (Kolkata),Indore,1835.1,1.92,Standard,2296.68,Delivered,5
EKT108981,2025-12-24,2025-12-27,MAA-Hub (Chennai),Lucknow,1125.55,0.55,Standard,1420.56,Delivered,3
EKT108982,2025-08-23,2025-08-28,PNQ-Hub (Pune),Lucknow,1448.42,0.83,Express,1963.04,Delivered,4
EKT108983,2025-12-09,2025-12-11,HYD-Hub (Hyderabad),Surat,1325.57,1.67,Express,1830.74,Delivered,5
EKT108984,2025-07-15,2025-07-19,BLR-Hub (Bangalore),Bangalore,1414.83,2.83,Standard,1808.74,Delivered,5
EKT108985,2025-11-04,2025-11-05,BLR-Hub (Bangalore),Bangalore,529.31,0.79,Standard,709.39,Cancelled,3
EKT108986,2025-03-21,2025-03-25,MAA-Hub (Chennai),Indore,840.04,4.1,Express,1291.85,Delivered,5
EKT108987,2025-05-15,2025-05-17,BLR-Hub (Bangalore),Indore,139.87,4.16,Express,452.72,Delivered,4
EKT108988,2025-01-22,2025-01-25,PNQ-Hub (Pune),Patna,1305.17,0.8,Express,1790.6,Delivered,5
EKT108989,2025-11-27,2025-12-02,DEL-Hub (Delhi),Hyderabad,1026.59,2.05,Standard,1328.81,Delivered,4
EKT108990,2025-08-13,2025-08-14,CCU-Hub (Kolkata),Patna,1680.75,1.07,Standard,2096.16,Delivered,4
EKT108991,2025-02-27,2025-03-04,BLR-Hub (Bangalore),Bangalore,477.85,0.53,Standard,642.96,Delivered,4
EKT108992,2025-04-03,2025-04-08,DEL-Hub (Delhi),Surat,977.88,4.1,Standard,1307.26,Delivered,3
EKT108993,2025-07-11,2025-07-16,MAA-Hub (Chennai),Jaipur,422.22,11.91,Express,931.04,Delivered,4
EKT108994,2025-04-13,2025-04-18,CCU-Hub (Kolkata),Kolkata,1362.33,2.09,Standard,1732.42,Delivered,5
EKT108995,2025-01-07,2025-01-09,MAA-Hub (Chennai),Hyderabad,1870.23,6.13,Standard,2414.62,Delivered,5
EKT108996,2025-05-08,2025-05-13,CCU-Hub (Kolkata),Hyderabad,1691.01,2.57,Standard,2135.47,Delivered,4
EKT108997,2025-02-24,2025-03-01,PNQ-Hub (Pune),Ahmedabad,2078.91,2.09,Standard,2592.31,RTO (Return to Origin),3
EKT108998,2025-08-19,2025-08-21,BLR-Hub (Bangalore),Lucknow,2138.64,1.64,Standard,2655.89,Delivered,5
EKT108999,2025-12-28,2026-01-01,BLR-Hub (Bangalore),Patna,1705.31,0.67,Standard,2118.43,Delivered,3
EKT109000,2025-03-03,2025-03-05,CCU-Hub (Kolkata),Bangalore,652.37,0.22,Standard,846.8,Delivered,4
EKT109001,2025-08-28,2025-08-31,DEL-Hub (Delhi),Jaipur,505.8,1.46,Standard,693.24,Delivered,5
EKT109002,2025-03-31,2025-04-02,DEL-Hub (Delhi),Pune,1001.18,2.06,Standard,1298.5,Delivered,3
EKT109003,2025-08-20,2025-08-24,DEL-Hub (Delhi),Patna,2186.73,1.78,Standard,2716.12,Delivered,5
EKT109004,2025-08-21,2025-08-24,BOM-Hub (Mumbai),Indore,925.49,2.97,Standard,1224.05,Delivered,5
EKT109005,2025-12-20,2025-12-23,HYD-Hub (Hyderabad),Hyderabad,461.98,0.53,Express,773.92,Delivered,4
EKT109006,2025-11-29,2025-11-30,HYD-Hub (Hyderabad),Patna,2079.22,1.09,Standard,2574.68,Delivered,5
EKT109007,2025-10-19,2025-10-24,HYD-Hub (Hyderabad),Delhi,867.44,1.34,Standard,1125.05,Delivered,5
EKT109008,2025-12-11,2025-12-14,DEL-Hub (Delhi),Chennai,1529.25,0.52,Standard,1904.46,Delivered,5
EKT109009,2025-06-01,2025-06-04,BLR-Hub (Bangalore),Kolkata,1740.29,5.92,Express,2404.91,Delivered,5
EKT109010,2025-05-25,2025-05-29,PNQ-Hub (Pune),Surat,1859.65,2.86,Standard,2343.06,Delivered,4
EKT109011,2025-05-10,2025-05-13,BOM-Hub (Mumbai),Mumbai,1812.18,0.24,Standard,2238.94,Delivered,5
EKT109012,2025-05-21,2025-05-25,AMD-Hub (Ahmedabad),Delhi,1844.66,3.12,Express,2479.75,Delivered,5
EKT109013,2025-04-03,2025-04-08,AMD-Hub (Ahmedabad),Mumbai,1478.81,1.98,Express,2020.21,Delivered,4
EKT109014,2025-04-24,2025-04-25,DEL-Hub (Delhi),Ahmedabad,906.31,1.86,Express,1331.05,Delivered,5
EKT109015,2025-10-11,2025-10-12,BLR-Hub (Bangalore),Lucknow,1478.01,11.46,Express,2189.89,Delivered,5
EKT109016,2025-05-23,2025-05-28,BOM-Hub (Mumbai),Hyderabad,1845.71,2.41,Standard,2318.23,Delivered,4
EKT109017,2025-08-11,2025-08-16,BLR-Hub (Bangalore),Lucknow,790.89,5.68,Standard,1111.31,Delivered,3
EKT109018,2025-08-20,2025-08-22,CCU-Hub (Kolkata),Mumbai,673.42,6.12,Standard,978.26,RTO (Return to Origin),1
EKT109019,2025-02-02,2025-02-05,BLR-Hub (Bangalore),Jaipur,775.84,0.27,Express,1145.87,Delayed,1
EKT109020,2025-10-03,2025-10-06,BOM-Hub (Mumbai),Ahmedabad,1226.28,0.2,Standard,1535.14,Delivered,4
EKT109021,2025-06-19,2025-06-22,DEL-Hub (Delhi),Chennai,143.8,1.43,Express,408.3,Delivered,5
EKT109022,2025-05-20,2025-05-24,HYD-Hub (Hyderabad),Patna,1720.37,3.67,Standard,2190.5,Delivered,5
EKT109023,2025-12-23,2025-12-25,BOM-Hub (Mumbai),Lucknow,331.31,4.35,Standard,535.87,Delivered,5
EKT109024,2025-07-20,2025-07-23,DEL-Hub (Delhi),Bhopal,318.26,3.87,Standard,511.57,Delivered,5
EKT109025,2025-01-23,2025-01-27,DEL-Hub (Delhi),Pune,458.92,1.48,Same-Day,937.34,Cancelled,3
EKT109026,2025-08-12,2025-08-16,PNQ-Hub (Pune),Bangalore,1281.93,3.47,Standard,1660.78,Delayed,1
EKT109027,2025-09-27,2025-09-28,MAA-Hub (Chennai),Hyderabad,649.68,3.17,Express,1046.68,Delivered,5
EKT109028,2025-12-13,2025-12-17,AMD-Hub (Ahmedabad),Bangalore,828.76,0.94,Standard,1071.43,Delivered,5
EKT109029,2025-06-02,2025-06-07,PNQ-Hub (Pune),Lucknow,2051.68,0.46,Standard,2530.3,Delivered,5
EKT109030,2025-11-29,2025-12-03,CCU-Hub (Kolkata),Indore,1868.43,2.43,Standard,2345.86,Delivered,5
EKT109031,2025-03-26,2025-03-31,MAA-Hub (Chennai),Bangalore,1879.25,2.83,Express,2516.04,Delivered,5
EKT109032,2025-04-19,2025-04-24,HYD-Hub (Hyderabad),Indore,1283.48,2.1,Standard,1637.98,Delivered,4
EKT109033,2025-01-31,2025-02-01,BOM-Hub (Mumbai),Surat,1910.23,0.6,Standard,2363.08,Delivered,3
EKT109034,2025-08-17,2025-08-18,MAA-Hub (Chennai),Patna,1719.49,0.81,Express,2287.97,Delayed,1
EKT109035,2025-08-28,2025-09-01,HYD-Hub (Hyderabad),Jaipur,2098.52,3.08,Standard,2633.66,Delivered,4
EKT109036,2025-12-29,2025-12-30,DEL-Hub (Delhi),Hyderabad,169.68,8.22,Standard,411.58,Delivered,4
EKT109037,2025-11-06,2025-11-07,BOM-Hub (Mumbai),Ahmedabad,92.34,7.24,Standard,301.13,Delivered,4
EKT109038,2025-05-21,2025-05-24,MAA-Hub (Chennai),Chennai,409.81,1.83,Standard,584.71,Delivered,5
EKT109039,2025-06-05,2025-06-09,BLR-Hub (Bangalore),Chennai,2046.11,5.44,Standard,2613.25,Delivered,3
EKT109040,2025-10-26,2025-10-30,HYD-Hub (Hyderabad),Ahmedabad,1344.08,0.2,Standard,1676.5,Delivered,5
EKT109041,2025-12-11,2025-12-15,HYD-Hub (Hyderabad),Pune,954.66,4.94,Express,1444.51,Delivered,5
EKT109042,2025-04-09,2025-04-10,CCU-Hub (Kolkata),Kolkata,1142.58,1.62,Same-Day,1760.26,Delivered,4
EKT109043,2025-02-16,2025-02-17,AMD-Hub (Ahmedabad),Mumbai,1830.24,3.8,Standard,2324.69,Delivered,4
EKT109044,2025-11-23,2025-11-28,BLR-Hub (Bangalore),Hyderabad,2046.17,0.2,Standard,2519.0,Delivered,4
EKT109045,2025-03-08,2025-03-10,BOM-Hub (Mumbai),Delhi,1613.45,5.07,Standard,2087.4,Delivered,4
EKT109046,2025-03-03,2025-03-05,MAA-Hub (Chennai),Pune,1678.87,2.26,Standard,2115.32,Delivered,5
EKT109047,2025-04-19,2025-04-21,DEL-Hub (Delhi),Jaipur,725.22,0.69,Standard,942.68,Delivered,4
EKT109048,2025-06-16,2025-06-19,MAA-Hub (Chennai),Kolkata,1043.47,1.07,Same-Day,1631.42,Delivered,5
EKT109049,2025-02-06,2025-02-07,AMD-Hub (Ahmedabad),Kolkata,1950.91,0.56,Standard,2411.17,Delivered,5
EKT109050,2025-04-29,2025-05-04,PNQ-Hub (Pune),Surat,1735.48,1.38,Standard,2167.42,Delivered,5
EKT109051,2025-03-27,2025-04-01,AMD-Hub (Ahmedabad),Pune,1514.87,1.0,Same-Day,2195.84,RTO (Return to Origin),2
EKT109052,2025-02-21,2025-02-23,BOM-Hub (Mumbai),Kolkata,171.59,1.91,Express,450.29,Delivered,5
EKT109053,2025-04-01,2025-04-04,BOM-Hub (Mumbai),Lucknow,115.73,4.22,Standard,274.84,RTO (Return to Origin),2
EKT109054,2025-10-16,2025-10-19,BOM-Hub (Mumbai),Surat,312.99,10.08,Standard,617.03,Delivered,5
EKT109055,2025-12-03,2025-12-05,BOM-Hub (Mumbai),Surat,1291.62,0.72,Standard,1622.9,Delivered,5
EKT109056,2025-10-25,2025-10-27,PNQ-Hub (Pune),Chennai,1193.96,0.28,Express,1647.79,Delivered,5
EKT109057,2025-07-23,2025-07-24,HYD-Hub (Hyderabad),Delhi,2075.64,1.26,Express,2723.45,Delivered,5
EKT109058,2025-08-26,2025-08-29,MAA-Hub (Chennai),Hyderabad,1537.63,0.39,Standard,1912.18,Delivered,4
EKT109059,2025-06-04,2025-06-09,BLR-Hub (Bangalore),Bhopal,667.92,4.49,Standard,942.32,Delivered,4
EKT109060,2025-08-28,2025-08-30,DEL-Hub (Delhi),Jaipur,380.45,1.74,Standard,547.86,Delivered,4
EKT109061,2025-05-16,2025-05-17,DEL-Hub (Delhi),Chennai,1873.49,2.42,Standard,2351.75,RTO (Return to Origin),2
EKT109062,2025-12-28,2026-01-02,CCU-Hub (Kolkata),Lucknow,1027.38,0.41,Standard,1300.24,Delivered,5
EKT109063,2025-03-05,2025-03-08,HYD-Hub (Hyderabad),Patna,1448.03,3.46,Express,2009.92,Delayed,2
EKT109064,2025-05-03,2025-05-05,BOM-Hub (Mumbai),Chennai,1256.36,9.08,Standard,1731.07,Delivered,5
EKT109065,2025-09-11,2025-09-13,AMD-Hub (Ahmedabad),Kolkata,263.18,1.65,Express,555.52,Delivered,5
EKT109066,2025-04-24,2025-04-25,BOM-Hub (Mumbai),Hyderabad,153.82,8.21,Standard,392.36,Delivered,5
EKT109067,2025-01-20,2025-01-21,BOM-Hub (Mumbai),Bangalore,848.13,0.2,Express,1231.36,Delivered,3
EKT109068,2025-01-16,2025-01-19,AMD-Hub (Ahmedabad),Jaipur,814.56,0.2,Express,1191.07,Delivered,5
EKT109069,2025-05-25,2025-05-27,HYD-Hub (Hyderabad),Delhi,1492.14,8.05,Standard,1995.47,Delivered,5
EKT109070,2025-07-27,2025-07-28,BLR-Hub (Bangalore),Patna,1401.87,3.01,Standard,1796.42,Delayed,1
EKT109071,2025-01-19,2025-01-21,BOM-Hub (Mumbai),Hyderabad,2132.6,0.52,Standard,2628.48,Delivered,5
EKT109072,2025-06-15,2025-06-18,CCU-Hub (Kolkata),Hyderabad,1892.08,1.13,Express,2500.84,Delivered,4
EKT109073,2025-02-07,2025-02-09,CCU-Hub (Kolkata),Ahmedabad,1107.58,1.77,Standard,1420.96,Delivered,5
EKT109074,2025-06-30,2025-07-05,BLR-Hub (Bangalore),Kolkata,1115.06,3.03,Standard,1452.61,Delayed,1
EKT109075,2025-12-15,2025-12-17,HYD-Hub (Hyderabad),Jaipur,1492.86,4.61,Standard,1934.41,Delivered,4
EKT109076,2025-04-15,2025-04-19,BOM-Hub (Mumbai),Jaipur,277.58,0.22,Standard,397.06,Delivered,4
EKT109077,2025-04-10,2025-04-14,PNQ-Hub (Pune),Surat,2199.76,2.67,Standard,2747.77,Delivered,3
EKT109078,2025-03-31,2025-04-03,MAA-Hub (Chennai),Mumbai,1155.81,1.62,Express,1626.13,Delivered,4
EKT109079,2025-10-27,2025-10-30,MAA-Hub (Chennai),Kolkata,2004.49,2.28,Standard,2506.43,Delivered,5
EKT109080,2025-11-28,2025-12-01,DEL-Hub (Delhi),Surat,2129.16,1.78,Standard,2647.03,Delivered,3
EKT109081,2025-03-20,2025-03-25,BLR-Hub (Bangalore),Pune,1292.16,1.5,Express,1787.59,Delivered,4
EKT109082,2025-03-14,2025-03-19,MAA-Hub (Chennai),Mumbai,254.27,0.58,Standard,375.56,Delivered,5
EKT109083,2025-06-25,2025-06-27,DEL-Hub (Delhi),Pune,1274.16,1.6,Express,1767.79,Delivered,5
EKT109084,2025-04-06,2025-04-07,CCU-Hub (Kolkata),Jaipur,1326.88,0.53,Express,1811.8,Delivered,5
EKT109085,2025-12-11,2025-12-15,DEL-Hub (Delhi),Ahmedabad,1742.55,0.2,Express,2304.66,Delivered,4
EKT109086,2025-04-13,2025-04-17,BOM-Hub (Mumbai),Lucknow,134.66,1.17,Express,392.65,Delivered,4
EKT109087,2025-08-12,2025-08-16,BOM-Hub (Mumbai),Jaipur,1041.9,0.2,Standard,1313.88,Delivered,5
EKT109088,2025-01-06,2025-01-08,CCU-Hub (Kolkata),Bhopal,2032.41,2.07,Express,2686.15,Delivered,3
EKT109089,2025-05-02,2025-05-04,BLR-Hub (Bangalore),Chennai,2181.12,0.2,Express,2830.94,Delayed,2
EKT109090,2025-08-24,2025-08-27,HYD-Hub (Hyderabad),Ahmedabad,445.3,1.44,Standard,620.28,Delivered,5
EKT109091,2025-04-26,2025-04-27,AMD-Hub (Ahmedabad),Jaipur,1919.2,9.8,Standard,2539.44,Delayed,1
EKT109092,2025-06-12,2025-06-15,AMD-Hub (Ahmedabad),Lucknow,347.36,0.2,Standard,480.43,Delivered,4
EKT109093,2025-08-14,2025-08-16,BOM-Hub (Mumbai),Surat,1855.35,1.14,Standard,2306.94,Delivered,5
EKT109094,2025-08-18,2025-08-23,AMD-Hub (Ahmedabad),Mumbai,631.69,2.8,Express,1018.43,Delivered,5
EKT109095,2025-07-01,2025-07-04,BOM-Hub (Mumbai),Lucknow,2112.39,0.43,Express,2752.61,Delivered,5
EKT109096,2025-09-06,2025-09-08,DEL-Hub (Delhi),Bangalore,1539.23,2.06,Standard,1944.16,Delivered,4
EKT109097,2025-11-14,2025-11-16,DEL-Hub (Delhi),Delhi,896.07,0.75,Express,1298.78,Delivered,4
EKT109098,2025-07-29,2025-08-03,DEL-Hub (Delhi),Delhi,639.71,0.63,Standard,838.99,Delivered,5
